"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"1124","male",40,"3rd","S","Sweden",27.18,1,4,"no","30-39","1",6
"1125","male",42,"3rd","S","England",7.1711,0,0,"no","40-49","1",1
"1126","female",30,"2nd","Q","Canada",12.07,0,0,"yes","20-29","1",1
"1127","male",35,"2nd","S","England",10.1,0,0,"no","30-39","1",1
"1128","male",20,"3rd","S","England",8.01,0,0,"no","10-19","1",1
"1129","male",28,"1st","S","United States",35.1,0,0,"yes","20-29","1",1
"1130","male",56,"1st","S","England",26.11,0,0,"no","50-59","1",1
"1131","male",37,"3rd","S","Croatia",8.1303,0,0,"no","30-39","1",1
"1132","female",49,"2nd","S","England",13,0,0,"yes","40-49","1",1
"1133","male",56,"1st","C","France",30.1311,0,0,"no","50-59","1",1
"1134","male",24,"1st","C","United States",60,1,0,"no","20-29","1",2
"1135","male",57,"1st","S","England",26,0,0,"no","50-59","1",1
"1136","female",18,"1st","C","United States",60,1,0,"yes","10-19","1",2
"1137","female",18,"3rd","Q","Ireland",7.1408,0,0,"yes","10-19","1",1
"1138","male",27,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"1139","male",24,"1st","S","United States",82.0504,1,0,"yes","20-29","1",2
"1140","female",23,"1st","S","United States",82.0504,1,0,"yes","20-29","1",2
"1141","male",25,"2nd","S","England",13,0,0,"no","20-29","1",1
"1142","male",19,"3rd","S","Norway",7.13,0,0,"no","10-19","1",1
"1143","male",31,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"1144","male",23,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1145","male",6,"1st","C","United States",134.1,0,2,"yes","0-9","1",3
"1146","male",45,"1st","C","United States",134.1,1,1,"yes","40-49","1",3
"1147","female",39,"1st","C","United States",134.1,1,1,"yes","30-39","1",3
"1148","female",48,"1st","C","United States",146.1005,1,0,"yes","40-49","1",2
"1149","male",57,"1st","C","United States",146.1005,1,0,"no","50-59","1",2
"1150","male",31,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"1151","male",32,"1st","S","Switzerland",30.1,0,0,"yes","30-39","1",1
"1152","male",23,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"1153","male",33,"3rd","C","Croatia",8.1309,0,0,"no","30-39","1",1
"1154","female",24,"3rd","S","England",7.11,0,0,"yes","20-29","1",1
"1155","male",22,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1156","male",42,"2nd","C","United States",15,0,0,"no","40-49","1",1
"1157","male",62,"1st","S","England",26.11,0,0,"no","60-69","1",1
"1158","male",54,"1st","C","United States",55.081,1,0,"yes","50-59","1",2
"1159","female",43,"1st","C","Ireland",55.081,1,0,"yes","40-49","1",2
"1160","female",52,"1st","C","United States",78.0504,1,0,"yes","50-59","1",2
"1161","male",64,"1st","C","United States",27.1405,0,0,"no","60-69","1",1
"1162","male",24,"2nd","S","England",10.1,0,0,"no","20-29","1",1
"1163","female",61,"1st","S","United States",80,0,0,"yes","60-69","1",1
"1164","male",59,"3rd","S","England",NA,0,0,"no","50-59","0",1
"1165","male",19,"3rd","S","Bulgaria",7.1711,0,0,"no","10-19","1",1
"1166","female",22,"3rd","S","Finland",9.1609,0,0,"no","20-29","1",1
"1167","male",30,"3rd","S","Finland",7.1806,0,0,"yes","20-29","1",1
"1168","male",67,"1st","S","United States",221.1507,1,0,"no","60-69","1",2
"1169","female",63,"1st","S","Germany",221.1507,1,0,"no","60-69","1",2
"1170","male",27,"3rd","S","Croatia",8.1303,0,0,"no","20-29","1",1
"1171","female",2,"3rd","S","United States",10.0903,0,1,"no","0-9","1",2
"1172","female",29,"3rd","S","Sweden",10.0903,1,1,"no","20-29","1",3
"1173","male",20,"3rd","S","England",8.01,0,0,"yes","10-19","1",1
"1174","male",44,"3rd","S","Finland",7.1806,0,0,"yes","40-49","1",1
"1175","male",25,"3rd","S","England",7.01,0,0,"no","20-29","1",1
"1176","male",61,"1st","S","England",32.0605,0,0,"no","60-69","1",1
"1177","male",74,"3rd","S","Sweden",7.1506,0,0,"no","70-79","1",1
"1178","male",14,"3rd","S","Sweden",9.0406,0,0,"yes","10-19","1",1
"1179","male",24,"3rd","S","Sweden",7.1511,0,0,"no","20-29","1",1
"1180","male",19,"2nd","S","England",13,0,0,"no","10-19","1",1
"1181","male",14,"2nd","S","England",65,0,0,"no","10-19","1",1
"1182","female",46,"1st","S","United States",25.1807,0,0,"yes","40-49","1",1
"1183","male",0.4166666667,"3rd","C","Lebanon",8.1004,0,1,"yes","0-9","1",2
"1184","male",30,"3rd","C","Lebanon",6.0809,1,0,"no","20-29","1",2
"1185","female",16,"3rd","C","Lebanon",8.1004,1,1,"yes","10-19","1",3
"1186","female",18,"1st","S","United States",79.13,0,2,"yes","10-19","1",3
"1187","male",52,"1st","S","United States",79.13,1,1,"no","50-59","1",3
"1188","female",39,"1st","S","United States",79.13,1,1,"yes","30-39","1",3
"1189","male",48,"1st","S","United States",52,1,0,"yes","40-49","1",2
"1190","male",40,"2nd","S","England",NA,NA,NA,"no","30-39","0",NA
"1191","female",49,"1st","S","United States",52,1,0,"yes","40-49","1",2
"1192","male",25,"3rd","S","Sweden",7.1511,0,0,"yes","20-29","1",1
"1193","male",49,"1st","C","United States",110.1708,1,1,"no","40-49","1",3
"1194","male",17,"1st","C","United States",110.1708,0,2,"yes","10-19","1",3
"1195","female",39,"1st","C","United States",110.1708,1,1,"yes","30-39","1",3
"1196","male",34,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"1197","male",34,"3rd","C","England",6.0809,0,0,"no","30-39","1",1
"1198","male",16,"3rd","C","England",7.0406,0,0,"no","10-19","1",1
"1199","male",37,"3rd","S","Scotland",8.01,0,0,"no","30-39","1",1
"1200","female",38,"1st","C","United States",80,0,0,"yes","30-39","1",1
"1201","male",37,"3rd","S","England",16.02,1,0,"no","30-39","1",2
"1202","female",33,"3rd","S","England",16.02,1,0,"yes","30-39","1",2
"1203","male",32,"3rd","S","Finland",7.1806,0,0,"no","30-39","1",1
"1204","male",20,"3rd","Q","Ireland",7.15,0,0,"no","10-19","1",1
"1205","male",23,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"1206","male",22,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1207","female",48,"2nd","S","Ireland",10.1,0,0,"yes","40-49","1",1
"1208","male",41,"3rd","S","England",8.01,0,0,"no","40-49","1",1
"1209","male",20,"3rd","C","Lebanon",7.0407,0,0,"no","10-19","1",1
"1210","male",26,"3rd","S","Sweden",NA,0,0,"yes","20-29","0",1
"1211","male",25,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"1212","male",23,"2nd","S","England",13,0,0,"no","20-29","1",1
"1213","female",27,"2nd","S","Scotland",12.13,0,0,"yes","20-29","1",1
"1214","female",27,"2nd","S","England",10.1,0,0,"yes","20-29","1",1
"1215","male",31,"1st","C","United States",28.1009,0,0,"yes","30-39","1",1
"1216","male",8,"3rd","C","Lebanon",15.0411,1,1,"yes","0-9","1",3
"1217","female",9,"3rd","C","Lebanon",15.0411,1,1,"yes","0-9","1",3
"1218","female",27,"3rd","C","Lebanon",15.0411,0,2,"yes","20-29","1",3
"1219","male",36,"3rd","S","Croatia",7.1711,0,0,"no","30-39","1",1
"1220","female",18,"3rd","S","Finland",9.161,0,0,"yes","10-19","1",1
"1221","female",63,"3rd","S","Finland",9.1109,0,0,"yes","60-69","1",1
"1222","female",26,"2nd","S","England",21,1,0,"no","20-29","1",2
"1223","male",29,"2nd","S","England",21,1,0,"no","20-29","1",2
"1224","male",39,"1st","C","Mexico",27.1405,0,0,"no","30-39","1",1
"1225","male",10,"3rd","S","England",14.1,1,1,"no","0-9","1",3
"1226","male",9,"3rd","S","England",14.1,1,1,"no","0-9","1",3
"1227","male",35,"3rd","S","England",14.1,0,2,"no","30-39","1",3
"1228","male",28,"3rd","S","Belgium",9.1,0,0,"no","20-29","1",1
"1229","male",46,"3rd","S","Belgium",9,0,0,"no","40-49","1",1
"1230","male",61,"1st","S","United States",33.1,0,0,"no","60-69","1",1
"1231","female",18,"3rd","S","Belgium",18,2,0,"no","10-19","1",3
"1232","male",31,"3rd","S","Belgium",18,3,0,"no","30-39","1",4
"1233","male",15,"3rd","S","Belgium",18,2,0,"no","10-19","1",3
"1234","female",31,"3rd","S","Belgium",18,1,0,"no","30-39","1",2
"1235","male",35,"3rd","S","Belgium",9.1,0,0,"no","30-39","1",1
"1236","male",28,"3rd","S","Belgium",9.1,0,0,"no","20-29","1",1
"1237","female",10,"3rd","S","Belgium",24.03,0,2,"no","0-9","1",3
"1238","male",36,"3rd","S","Belgium",24.03,1,1,"no","30-39","1",3
"1239","female",30,"3rd","S","Belgium",24.03,1,1,"no","20-29","1",3
"1240","male",23,"3rd","S","Belgium",9.1,0,0,"no","20-29","1",1
"1241","male",22,"3rd","C","Turkey",7.0406,0,0,"yes","20-29","1",1
"1242","male",40,"2nd","S","United States",13,0,0,"no","30-39","1",1
"1243","male",20,"3rd","S","Sweden",7.1701,0,0,"no","10-19","1",1
"1244","female",14,"3rd","S","Sweden",7.1701,0,0,"no","10-19","1",1
"1245","male",21,"3rd","S","Slovenia",7.1711,0,0,"no","20-29","1",1
"1246","male",22,"3rd","S","Belgium",9,0,0,"no","20-29","1",1
"1247","male",48,"1st","S","United States",34,0,0,"no","40-49","1",1
"1248","female",36,"2nd","S","England",21,0,0,"yes","30-39","1",1
"1249","female",37,"1st","C","England",512.0607,0,0,"yes","30-39","1",1
"1250","male",35,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"1251","male",47,"2nd","S","England",21,1,0,"no","40-49","1",2
"1252","female",32,"2nd","S","England",21,0,0,"yes","30-39","1",1
"1253","male",23,"2nd","S","England",10.1,1,0,"no","20-29","1",2
"1254","male",31,"3rd","S","England",7.11,0,0,"no","30-39","1",1
"1255","male",63,"1st","C","United States",75.05,1,0,"no","60-69","1",2
"1256","female",60,"1st","C","England",75.05,1,0,"yes","50-59","1",2
"1257","male",19,"2nd","B","Northern Ireland",NA,0,0,"no","10-19","0",1
"1258","female",12,"2nd","S","Scotland",15.15,0,0,"yes","10-19","1",1
"1259","female",40,"2nd","S","Scotland",15.15,0,0,"yes","30-39","1",1
"1260","male",23,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"1261","female",37,"2nd","S","England",13,0,0,"yes","30-39","1",1
"1262","male",66,"3rd","S","England",8.01,0,0,"no","60-69","1",1
"1263","male",59,"1st","S","United States",26.11,0,0,"no","50-59","1",1
"1264","male",37,"2nd","S","Hungary",26,1,0,"no","30-39","1",2
"1265","female",37,"2nd","S","England",26,1,0,"yes","30-39","1",2
"1266","male",2,"2nd","S","England",23,1,1,"yes","0-9","1",3
"1267","female",4,"2nd","S","England",23,1,1,"yes","0-9","1",3
"1268","female",29,"2nd","S","England",23,0,2,"yes","20-29","1",3
"1269","male",27,"3rd","S","Sweden",7.1511,0,0,"yes","20-29","1",1
"1270","female",0.8333333333,"2nd","S","England",27.15,1,2,"yes","0-9","1",4
"1271","female",4,"2nd","S","England",27.15,1,2,"yes","0-9","1",4
"1272","male",36,"2nd","S","England",27.15,1,2,"no","30-39","1",4
"1273","female",33,"2nd","S","England",27.15,1,2,"yes","30-39","1",4
"1274","male",65,"2nd","S","England",10.1,0,0,"no","60-69","1",1
"1275","male",26,"2nd","S","England",12.1706,0,0,"no","20-29","1",1
"1276","male",31,"2nd","S","England",13,0,0,"yes","30-39","1",1
"1277","male",54,"1st","S","United States",77.0509,0,1,"no","50-59","1",2
"1278","male",21,"1st","S","United States",77.0509,0,1,"no","20-29","1",2
"1279","female",55,"1st","C","England",135.1208,0,0,"yes","50-59","1",1
"1280","male",57,"1st","S","United States",164.1704,1,1,"no","50-59","1",3
"1281","female",31,"1st","S","United States",164.1704,0,2,"yes","30-39","1",3
"1282","female",45,"1st","S","United States",164.1704,1,1,"yes","40-49","1",3
"1283","male",51,"3rd","S","Sweden",7.15,0,0,"no","50-59","1",1
"1284","male",50,"1st","S","United States",211.1,1,1,"no","40-49","1",3
"1285","male",27,"1st","S","United States",211.1,0,2,"no","20-29","1",3
"1286","female",50,"1st","S","United States",211.1,1,1,"yes","40-49","1",3
"1287","male",18,"3rd","S","Finland",6.0911,1,0,"no","10-19","1",2
"1288","male",21,"3rd","S","Finland",6.0911,1,0,"no","20-29","1",2
"1289","female",47,"3rd","S","England",7,1,0,"yes","40-49","1",2
"1290","female",30,"2nd","S","England",26,1,0,"yes","20-29","1",2
"1291","female",21,"1st","S","United States",26.11,0,0,"yes","20-29","1",1
"1292","male",37,"3rd","C","England",8.1403,0,0,"no","30-39","1",1
"1293","male",21,"3rd","S","Wales",7.11,0,0,"no","20-29","1",1
"1294","male",51,"1st","C","Switzerland",61.0707,0,1,"no","50-59","1",2
"1295","male",23,"2nd","S","England",13,0,0,"yes","20-29","1",1
"1296","male",43,"1st","S","United States",35,0,0,"no","40-49","1",1
"1297","male",28,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1298","male",28,"3rd","S","Wales",16.02,0,0,"no","20-29","1",1
"1299","male",21,"1st","C","Switzerland",61.0707,0,1,"yes","20-29","1",2
"1300","female",31,"1st","C","England",134.1,0,0,"yes","30-39","1",1
"1301","male",21,"3rd","S","South Africa",7.05,0,0,"no","20-29","1",1
"1302","male",17,"3rd","S","Switzerland",8.1303,0,0,"no","10-19","1",1
"1303","male",54,"3rd","S","England",7.05,0,0,"no","50-59","1",1
"1304","male",36,"3rd","S","Belgium",9.1,0,0,"no","30-39","1",1
"1305","male",32,"2nd","S","England",NA,NA,NA,"no","30-39","0",NA
"1306","male",46,"1st","S","England",35.1,0,0,"yes","40-49","1",1
"1307","female",26,"2nd","S","England",13.1,0,0,"yes","20-29","1",1
"1308","male",62,"1st","S","Canada",26.11,0,0,"no","60-69","1",1
"1309","male",27,"3rd","C","Lebanon",14.0901,1,0,"no","20-29","1",2
"1310","female",15,"3rd","C","Lebanon",14.0901,1,0,"yes","10-19","1",2
"1311","female",36,"1st","C","United States",135.1208,0,0,"yes","30-39","1",1
"1312","male",26,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"1313","male",45,"3rd","C","Lebanon",7.0407,0,0,"no","40-49","1",1
"1314","female",23,"3rd","C","Lebanon",22.0702,0,2,"yes","20-29","1",3
"1315","female",24,"2nd","S","France",13,0,0,"no","20-29","1",1
"1316","male",22,"3rd","C","Turkey",7.0406,0,0,"no","20-29","1",1
"1317","male",27,"3rd","C","Turkey",7.0406,0,0,"no","20-29","1",1
"1318","male",25,"3rd","C","Lebanon",7.0406,0,0,"yes","20-29","1",1
"1319","male",29,"3rd","S","Germany",7.1706,0,0,"no","20-29","1",1
"1320","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1321","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1322","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1323","male",20,"victualling crew","S","Channel Islands",NA,NA,NA,"no","10-19","0",NA
"1324","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1325","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1326","male",22,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1327","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1328","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1329","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1330","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1331","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1332","male",36,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1333","male",41,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1334","male",40,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1335","male",48,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1336","male",19,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1337","male",35,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1338","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1339","male",41,"victualling crew","S","Ireland",NA,NA,NA,"no","40-49","0",NA
"1340","male",26,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1341","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1342","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1343","male",37,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1344","male",28,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1345","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1346","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1347","male",46,"engineering crew","S","Wales",NA,NA,NA,"no","40-49","0",NA
"1348","male",46,"deck crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1349","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1350","male",19,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1351","male",24,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1352","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1353","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1354","male",41,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1355","male",42,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1356","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1357","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1358","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1359","male",40,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1360","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1361","male",16,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1362","male",28,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1363","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1364","male",34,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1365","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1366","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1367","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1368","male",27,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1369","male",53,"victualling crew","S","England",NA,NA,NA,"no","50-59","0",NA
"1370","male",55,"victualling crew","S","Scotland",NA,NA,NA,"no","50-59","0",NA
"1371","male",33,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"1372","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","30-39","0",NA
"1373","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1374","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1375","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1376","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1377","male",51,"engineering crew","B","England",NA,NA,NA,"no","50-59","0",NA
"1378","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1379","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1380","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1381","female",33,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1382","male",47,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1383","male",22,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1384","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1385","male",39,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1386","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1387","male",26,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1388","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1389","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1390","male",28,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1391","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1392","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1393","male",20,"engineering crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1394","male",34,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1395","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1396","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1397","male",41,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1398","male",23,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1399","male",26,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1400","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1401","male",32,"engineering crew","S","Northern Ireland",NA,NA,NA,"no","30-39","0",NA
"1402","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1403","female",45,"victualling crew","S","Switzerland",NA,NA,NA,"yes","40-49","0",NA
"1404","male",26,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1405","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1406","male",43,"restaurant staff","S","England",NA,NA,NA,"no","40-49","0",NA
"1407","male",59,"victualling crew","S","Scotland",NA,NA,NA,"no","50-59","0",NA
"1408","male",27,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1409","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1410","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1411","male",33,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1412","male",46,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1413","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1414","female",31,"restaurant staff","S","England",NA,NA,NA,"yes","30-39","0",NA
"1415","male",28,"deck crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1416","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1417","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1418","male",39,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1419","male",29,"deck crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1420","male",43,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1421","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1422","male",52,"victualling crew","B","England",NA,NA,NA,"no","50-59","0",NA
"1423","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1424","male",43,"deck crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1425","male",22,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1426","male",42,"deck crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1427","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1428","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1429","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1430","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1431","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1432","male",33,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1433","male",34,"victualling crew","B","Wales",NA,NA,NA,"yes","30-39","0",NA
"1434","male",28,"engineering crew","S","Wales",NA,NA,NA,"no","20-29","0",NA
"1435","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1436","male",41,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1437","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1438","male",26,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1439","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1440","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1441","male",21,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1442","male",18,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1443","male",30,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1444","male",31,"victualling crew","B","Ireland",NA,NA,NA,"yes","30-39","0",NA
"1445","male",20,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1446","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1447","male",35,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1448","male",35,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1449","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1450","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1451","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1452","male",45,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1453","male",30,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","20-29","0",NA
"1454","male",25,"victualling crew","S","Australia",NA,NA,NA,"no","20-29","0",NA
"1455","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1456","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1457","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1458","male",46,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1459","male",33,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1460","male",32,"restaurant staff","S","Italy",NA,NA,NA,"no","30-39","0",NA
"1461","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1462","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1463","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1464","female",33,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1465","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1466","male",22,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1467","male",39,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1468","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1469","male",25,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1470","male",32,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1471","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1472","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1473","male",28,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1474","male",37,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1475","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1476","male",50,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1477","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1478","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1479","male",40,"engineering crew","S","Ireland",NA,NA,NA,"yes","30-39","0",NA
"1480","male",33,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1481","male",31,"deck crew","S","England",NA,NA,NA,"no","30-39","0",NA
